0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
58,10,1,0,5,3,3,2,6,1,0,0,53,11,5
61,2,6,2,2,5,3,1,2,1,0,0,45,10,9
66,5,6,4,2,4,4,12,0,4,0,0,65,4,8
58,9,17,3,5,3,1,7,1,1,0,0,37,7,0
89,3,5,3,1,5,2,8,0,0,0,0,73,11,4
25,10,5,0,5,1,1,11,6,2,0,0,62,7,11
46,7,10,1,1,2,2,2,6,0,0,0,75,3,4
76,5,12,4,1,0,4,7,6,3,0,0,71,6,8
31,9,1,1,3,1,0,5,0,0,6,0,66,2,6
46,10,2,3,6,4,1,2,2,3,5,0,30,3,0
32,2,4,0,5,3,4,1,0,4,0,0,56,10,8
29,7,12,1,1,2,2,6,5,2,0,0,72,10,10
13,10,44,3,4,5,0,9,3,0,0,0,47,9,1
0,8,15,4,1,0,0,0,4,4,0,0,78,9,1
46,8,2,4,7,3,2,6,1,3,0,0,68,4,10
53,0,4,3,4,0,1,8,0,4,0,0,68,2,6
78,8,1,2,1,0,3,9,4,4,0,0,82,8,4
72,3,11,2,2,4,0,2,6,2,0,0,48,7,11
44,6,4,0,7,2,1,6,2,1,0,0,54,2,10
62,8,19,0,5,4,1,7,0,1,0,0,51,8,11
65,2,7,3,7,0,1,4,3,2,0,0,27,9,9
23,1,3,4,2,0,4,0,6,0,0,0,78,6,6
1,4,12,2,3,5,4,6,4,1,0,0,41,11,6
13,3,6,2,2,2,1,0,3,1,0,6,30,7,8
27,8,12,0,5,1,3,3,6,3,0,0,57,0,8
68,2,26,0,2,0,1,12,6,2,0,0,36,10,8
58,4,4,4,6,3,0,6,3,3,0,0,53,2,6
32,7,4,1,5,2,0,2,3,3,0,0,36,9,0
0,6,2,3,4,0,0,1,3,4,0,0,29,8,7
46,9,5,1,6,3,2,3,1,2,0,0,71,0,6
55,2,0,4,5,2,1,2,5,2,0,0,47,6,8
57,8,4,3,1,1,0,13,5,3,0,0,84,8,7
32,6,3,2,7,4,1,6,2,1,0,0,68,7,1
0,3,1,4,7,1,0,5,5,4,0,0,73,9,9
11,9,7,4,6,0,1,10,3,4,0,0,59,3,8
11,9,5,2,0,5,4,4,6,4,0,0,26,4,10
49,9,2,3,3,1,3,10,4,1,0,50,82,7,10
39,3,3,0,5,4,2,4,1,0,0,0,35,4,3
59,6,6,4,4,0,1,9,3,0,27,0,50,5,3
88,3,4,1,6,0,0,12,3,0,0,0,47,10,9
0,3,7,0,6,5,4,4,4,3,0,0,56,4,10
23,10,10,3,6,5,1,9,3,0,0,0,52,11,4
79,2,99,0,4,3,4,12,0,3,6,29,40,8,10
31,2,5,4,7,3,3,1,6,3,0,0,36,10,1
0,6,7,3,5,3,2,12,2,1,3,0,49,8,10
39,9,8,0,7,2,4,9,4,0,67,0,27,2,0
21,9,17,0,6,4,1,11,1,4,0,0,57,7,5
10,9,4,2,2,4,0,2,6,1,0,0,80,4,8
8,8,4,3,4,2,4,11,4,4,0,0,66,3,6
46,6,6,4,6,2,0,8,4,1,0,0,65,9,1
56,5,15,4,4,0,3,2,3,0,0,0,33,5,5
39,1,19,3,6,4,1,11,1,3,0,0,74,11,3
42,2,12,1,4,2,2,11,4,0,0,0,44,9,6
32,1,11,4,0,2,1,5,2,2,0,19,68,0,5
14,4,4,1,2,4,4,4,0,0,0,0,74,11,5
21,8,15,3,5,0,0,11,5,4,0,0,63,6,9
50,0,3,3,7,0,2,3,4,4,0,0,34,4,9
0,3,4,3,1,1,0,11,1,3,0,0,77,7,7
75,7,10,3,0,1,1,3,4,3,0,0,81,8,5
48,5,1,2,4,0,3,4,3,2,93,0,64,10,2
33,9,3,1,2,2,2,11,0,3,0,0,80,11,1
85,7,3,0,4,0,1,2,5,1,0,0,43,10,6
17,5,9,1,7,4,4,0,4,1,0,0,70,6,0
17,7,10,1,1,4,1,3,0,2,0,0,41,9,9
32,5,3,4,2,5,4,12,5,1,0,0,55,9,11
23,8,3,2,3,5,4,11,5,1,0,0,38,6,1
40,7,0,3,7,1,0,1,1,2,0,0,54,2,4
0,8,13,4,5,3,2,10,6,3,0,0,38,11,6
35,2,3,2,1,1,3,13,3,0,0,0,81,2,4
18,7,4,0,0,5,3,13,1,4,0,0,36,10,1
42,5,4,3,1,4,4,11,1,4,0,0,55,5,5
9,2,3,4,7,1,0,13,6,4,0,0,46,5,3
47,10,1,1,1,2,1,6,4,2,0,0,68,1,8
7,0,2,3,6,4,3,4,3,3,0,0,72,10,6
26,2,6,4,6,4,0,13,6,3,0,0,43,5,1
46,3,7,3,3,5,1,1,4,3,0,0,49,7,9
31,1,1,2,7,4,3,10,0,2,0,0,65,4,4
49,10,23,2,2,5,4,0,0,1,0,0,52,3,10
19,7,3,2,0,1,3,6,4,1,0,0,42,0,6
39,5,2,1,7,4,2,0,0,0,0,0,38,4,6
11,3,7,1,4,1,3,7,0,0,0,0,81,6,4
66,5,17,3,4,5,1,2,3,0,0,0,70,6,6
34,10,22,2,7,2,2,12,6,4,0,0,88,3,6
9,3,7,0,7,4,1,4,1,1,0,120,47,1,0
52,8,3,4,7,1,4,8,0,3,0,0,55,2,4
75,2,13,0,2,3,3,4,2,2,0,0,45,7,9
68,10,9,2,2,2,1,7,3,4,0,0,54,4,6
32,9,5,1,0,2,1,4,3,0,0,0,49,2,5
42,6,4,3,3,1,1,10,1,2,0,0,34,2,8
44,6,6,4,1,1,0,9,3,1,0,0,51,10,7
42,5,37,0,4,0,3,13,2,1,0,0,47,4,1
36,5,3,2,4,2,3,1,6,0,0,0,81,4,3
42,9,1,1,1,2,1,5,4,1,0,0,62,8,11
21,3,9,4,6,5,1,12,4,2,0,0,41,0,8
11,5,2,2,6,1,1,11,0,1,0,0,47,6,11
16,3,18,2,6,5,4,1,1,4,0,0,57,2,6
74,0,5,0,1,4,1,5,6,2,63,0,70,11,3
28,9,10,1,0,4,1,10,0,1,93,0,66,2,6
49,4,8,3,3,4,2,8,1,1,0,0,35,10,4
19,3,6,4,5,3,2,7,3,3,0,103,15,1,4
61,8,2,1,3,4,1,2,3,3,0,0,65,11,0
12,4,7,2,5,2,4,2,5,1,0,0,61,10,2
22,2,1,4,1,4,4,0,0,2,0,0,54,10,11
39,5,10,0,1,1,1,4,1,3,0,0,57,6,8
42,0,3,3,6,0,0,8,4,1,0,0,21,5,3
33,0,19,1,4,5,1,13,0,3,114,0,50,2,0
19,4,6,0,4,4,2,11,0,2,0,0,58,6,2
0,7,9,0,0,3,0,8,5,0,0,0,43,2,2
12,5,3,4,0,0,0,5,4,3,0,0,23,1,0
40,0,19,1,7,0,4,2,6,0,0,0,48,3,1
40,0,18,1,7,4,1,2,0,3,124,0,65,10,7
37,0,4,2,0,5,4,7,0,1,0,0,57,7,6
24,3,3,1,3,5,1,10,3,2,0,0,26,0,0
0,4,14,2,2,5,4,8,5,1,0,0,47,11,1
38,10,4,0,5,2,2,3,2,1,0,0,41,11,7
54,10,17,4,0,2,2,9,2,3,0,0,124,0,3
74,0,8,4,3,1,2,12,3,1,0,0,58,5,6
8,10,3,4,1,4,3,2,0,3,0,0,48,5,2
16,0,5,2,5,3,1,12,6,4,0,0,70,6,1
66,3,14,0,6,4,2,10,6,2,0,0,71,6,11
24,1,24,1,6,5,3,3,0,4,23,0,53,3,11
7,6,2,1,6,5,1,3,2,3,0,0,40,10,7
62,7,1,1,5,3,2,5,1,4,0,0,54,2,4
0,7,87,0,1,1,2,2,5,0,0,37,45,8,4
18,0,6,2,3,3,3,9,4,0,0,0,48,8,5
38,2,3,2,6,4,3,0,3,1,0,0,36,0,11
22,9,2,0,1,3,4,5,3,4,0,0,43,11,0
25,9,5,4,5,0,2,3,0,2,0,0,65,7,5
35,0,8,1,2,3,2,1,6,3,0,0,61,10,3
39,4,6,4,0,0,4,7,5,2,0,0,36,11,0
66,3,16,2,3,0,2,12,1,2,0,0,66,8,8
11,4,3,3,0,2,3,10,0,2,0,0,37,10,3
22,4,5,4,7,4,4,12,1,0,0,0,52,6,3
14,2,15,4,6,2,1,1,5,1,7,0,37,8,8
56,3,8,4,2,4,3,3,5,3,0,0,38,4,1
50,2,9,0,2,2,1,0,0,2,0,0,43,5,1
52,2,6,0,1,4,3,4,6,4,0,0,7,1,8
60,2,4,1,7,0,2,5,0,1,0,0,53,4,6
56,1,10,2,3,0,2,7,2,0,0,0,37,1,4
40,5,5,3,7,0,1,8,4,4,0,0,39,3,8
13,4,2,2,6,0,4,7,2,3,0,0,63,2,7
11,7,0,0,7,4,4,9,3,2,0,0,82,0,9
56,4,0,3,3,0,2,3,1,4,0,0,54,7,2
61,3,4,1,2,3,1,6,1,2,0,0,67,8,5
51,9,2,4,5,4,1,8,3,3,0,0,53,10,5
11,3,5,0,5,1,3,6,2,0,0,0,68,9,10
33,1,4,3,4,2,0,2,5,2,0,0,74,0,4
27,0,3,3,6,0,3,7,2,1,0,0,37,3,7
0,5,85,4,4,4,2,1,1,4,0,0,46,3,6
9,2,7,0,5,2,2,6,3,4,10,0,42,4,4
38,10,0,2,3,5,2,6,5,0,0,0,40,10,7
58,7,3,4,2,0,2,8,3,0,0,0,47,10,8
10,1,6,3,2,5,1,7,6,4,0,0,49,10,1
20,9,4,3,4,5,3,9,4,4,0,0,41,2,0
52,9,5,1,7,1,1,12,2,2,0,0,56,8,11
29,8,6,2,3,2,2,5,2,4,0,0,82,6,4
30,7,10,4,0,3,2,13,4,0,0,0,43,9,0
8,10,5,2,3,1,3,4,3,1,0,0,45,2,1
46,0,3,0,3,2,3,10,5,0,0,0,58,0,1
38,6,12,0,5,5,1,1,2,2,0,0,65,7,3
24,1,2,3,4,3,0,6,5,4,0,0,74,3,2
66,9,6,4,2,3,0,2,5,0,0,0,52,2,6
77,1,25,3,3,1,3,5,1,0,0,3,72,1,2
22,6,5,0,7,1,3,5,0,1,0,0,47,0,1
51,9,13,0,5,5,1,10,5,4,0,0,43,3,9
64,6,6,4,2,4,2,4,3,4,0,0,26,0,8
60,9,8,3,3,2,1,8,4,4,0,0,33,0,2
38,5,1,2,3,0,1,0,0,1,0,0,30,6,5
41,8,7,4,1,0,3,4,3,2,0,0,76,10,2
98,6,5,0,2,3,2,3,2,3,0,0,44,0,9
12,2,10,4,1,2,1,7,4,4,0,0,45,7,9
49,10,7,0,0,4,4,13,5,0,0,0,56,3,1
21,4,18,0,6,5,1,9,0,2,0,0,56,0,4
55,6,24,3,2,0,4,4,4,4,0,0,65,4,9
43,0,3,3,3,0,4,1,6,0,0,0,35,7,11
10,8,8,0,3,4,0,0,1,4,0,0,50,9,7
31,8,7,4,5,5,4,2,0,1,0,0,61,4,11
61,4,15,1,4,2,0,4,2,4,0,0,47,3,8
58,1,3,4,5,5,1,8,1,1,0,0,50,9,10
46,9,2,0,5,1,4,0,5,2,0,0,65,9,2
22,6,4,3,1,2,0,6,5,0,0,0,8,1,10
14,5,2,1,2,5,1,6,3,1,0,0,60,8,2
69,1,1,1,0,1,0,11,0,3,0,0,37,0,7
72,10,4,4,0,3,4,7,1,2,0,0,64,5,5
2,4,12,0,0,0,0,3,0,4,0,0,35,7,8
13,5,3,3,6,1,2,13,6,0,0,0,47,10,5
16,5,10,2,6,1,0,6,2,0,0,0,71,1,2
25,7,5,3,1,5,1,8,5,4,0,0,21,2,10
58,0,8,4,7,3,4,3,4,0,0,0,70,8,0
6,5,1,4,0,0,2,1,3,1,0,0,46,1,0
75,6,6,2,0,5,2,12,1,0,0,91,35,7,7
87,8,37,3,3,5,1,5,4,1,0,0,24,6,2
23,5,2,1,5,2,1,6,5,2,0,0,63,8,3
53,4,4,4,2,0,2,12,4,3,0,0,17,5,5
0,2,6,0,1,1,4,13,6,4,0,0,41,1,7
22,7,106,2,6,5,3,7,2,3,0,0,62,1,1
31,0,5,4,4,3,3,5,0,0,0,0,63,7,0
5,6,5,0,1,2,2,10,0,2,0,0,40,8,6
14,1,7,2,5,0,0,8,3,2,0,0,43,11,4
64,1,1,2,7,2,3,1,0,1,0,0,67,0,2
57,8,4,4,1,5,3,10,1,1,0,50,74,10,3
63,9,0,3,1,3,2,10,3,0,0,0,65,5,3
26,10,3,3,1,4,3,12,5,0,0,0,32,1,6
29,7,5,4,0,0,1,6,3,0,0,0,69,10,10
55,0,5,2,6,2,2,12,3,1,0,0,41,2,10
44,0,5,3,1,3,1,3,5,2,0,0,69,7,1
19,10,15,3,3,1,0,13,1,3,0,0,42,2,0
53,1,1,2,7,1,4,6,4,4,0,0,54,6,1
49,3,4,3,6,2,1,8,5,0,0,0,67,0,9
66,5,13,4,4,2,1,3,4,0,0,0,27,8,10
49,7,20,4,4,4,1,3,0,2,0,0,45,0,8
9,2,4,2,4,0,2,7,4,3,0,0,26,5,4
36,6,17,0,1,1,3,1,0,2,0,0,56,10,6
38,8,19,3,5,1,4,7,2,0,0,0,57,10,1
23,8,3,4,6,4,3,8,3,0,38,0,43,3,4
35,3,3,2,4,2,3,1,4,1,0,0,25,3,8
90,5,6,0,4,1,0,4,3,3,0,0,57,9,11
30,5,3,1,3,2,0,12,2,2,0,12,38,1,8
53,1,2,0,0,5,1,12,4,2,0,0,34,10,1
40,5,2,3,1,1,1,4,1,4,0,0,40,6,9
41,10,21,1,6,1,4,2,2,3,11,0,79,8,2
21,7,11,2,4,3,4,5,4,2,0,0,72,8,9
0,8,1,3,4,0,0,9,2,4,0,0,69,2,11
3,2,3,3,0,2,2,1,1,0,0,2,67,0,5
57,1,14,1,7,3,4,5,4,4,0,0,50,4,10
52,10,11,3,2,5,4,3,6,1,0,0,50,9,10
31,10,99,2,7,2,0,12,2,3,0,0,63,8,10
42,0,4,1,7,3,3,5,5,0,0,0,63,11,4
33,5,7,3,7,4,4,3,1,0,0,0,25,4,10
26,3,6,1,2,1,3,7,1,4,0,0,44,7,3
0,8,10,4,3,5,0,5,3,4,0,0,57,6,7
57,8,2,0,3,4,0,5,0,1,0,43,75,5,6
39,6,1,4,0,5,1,6,6,3,0,0,21,10,2
24,4,7,4,2,1,1,10,1,1,0,0,56,2,2
30,1,2,1,4,5,4,4,5,1,0,0,35,11,9
78,6,4,2,0,5,2,2,5,4,0,0,44,3,5
54,5,2,3,4,3,0,7,3,2,0,0,72,10,1
87,8,1,4,1,3,4,8,6,3,0,0,47,5,0
74,4,7,0,4,3,0,1,6,1,0,0,66,6,6
20,8,10,0,5,4,1,1,1,4,0,0,8,5,5
29,6,4,2,7,2,3,9,6,2,0,0,26,3,9
43,9,4,2,6,3,1,2,0,3,0,0,106,7,10
69,0,4,2,6,3,1,9,1,4,0,0,30,2,11
56,0,1,0,7,4,0,8,3,2,0,0,61,8,9
19,8,0,1,3,1,3,1,6,4,0,0,44,2,6
51,2,0,0,4,5,2,4,6,4,0,0,78,1,2
14,8,8,4,7,5,4,4,2,2,0,0,30,8,6
17,3,5,4,2,1,4,1,3,2,0,0,32,5,10
31,8,5,2,5,1,0,8,2,1,0,0,60,2,2
18,7,2,2,3,0,3,7,4,2,0,0,42,10,10
13,7,47,0,3,5,3,2,5,4,0,0,61,11,1
21,0,6,1,6,1,3,3,3,0,11,0,64,11,9
67,8,8,3,7,5,3,4,5,4,0,0,70,6,1
13,10,20,1,1,2,1,1,5,2,0,0,71,0,8
70,4,2,3,3,4,0,12,3,1,0,0,25,1,1
51,6,6,1,4,4,2,7,5,0,0,0,17,4,9
21,6,10,2,6,3,4,6,5,4,0,0,44,0,2
10,10,3,0,3,5,1,0,6,3,0,0,48,10,8
2,10,5,1,4,4,3,5,1,3,90,0,59,6,6
47,1,8,4,5,4,1,8,1,3,0,19,78,10,9
0,5,3,1,6,5,0,0,3,4,0,0,42,6,8
14,1,4,1,6,5,4,10,1,3,61,0,40,10,1
28,8,3,2,0,3,1,8,0,2,0,0,59,6,7
24,6,3,4,1,4,3,8,0,4,0,0,46,10,11
26,6,3,3,6,2,0,7,6,2,23,0,77,9,0
16,7,3,0,1,0,2,2,0,2,0,103,68,9,4
28,8,6,2,1,2,1,2,4,0,0,0,66,11,6
83,3,13,2,1,2,2,12,4,4,3,0,57,0,2
49,10,26,0,0,1,1,1,0,4,0,0,61,1,7
75,3,25,0,6,2,0,13,1,1,89,0,55,5,1
22,10,17,1,4,1,2,8,5,3,0,0,33,8,4
46,0,107,4,4,2,1,2,4,2,0,0,43,1,9
17,7,2,1,5,2,0,12,2,4,0,0,68,4,3
23,5,9,3,1,3,0,5,4,2,0,0,79,1,11
24,6,3,4,5,2,0,3,2,0,0,0,50,1,2
25,0,1,2,5,1,2,13,6,2,99,0,53,7,3
34,3,8,0,1,1,2,2,6,4,0,0,39,3,2
29,1,7,2,1,3,1,9,1,3,7,0,58,7,8
42,6,4,2,7,0,3,6,0,4,0,0,68,1,9
71,10,4,4,7,5,2,2,3,3,0,0,54,3,2
34,1,1,4,3,0,2,11,1,0,0,0,56,7,0
44,6,13,1,5,0,2,4,1,4,9,0,52,4,0
52,5,2,3,6,1,3,8,1,3,0,0,64,3,7
30,10,105,3,7,0,1,1,6,2,0,0,21,3,6
31,5,1,1,5,0,4,7,2,3,0,0,106,6,4
54,2,10,2,0,4,2,3,0,3,0,0,50,5,3
47,8,7,0,4,4,3,4,1,3,0,0,79,1,6
44,4,1,1,7,4,2,2,5,3,0,0,87,5,4
69,5,6,2,1,1,1,3,0,0,0,0,74,9,8
21,5,5,2,2,1,1,1,3,3,0,0,73,8,4
19,2,13,4,4,1,3,1,2,0,0,0,106,6,7
53,2,3,3,1,4,1,0,0,0,0,0,51,5,0
24,4,9,4,5,0,2,7,0,0,0,0,60,8,0
28,9,9,2,5,3,4,12,6,0,0,0,36,0,4
80,0,3,2,0,1,1,4,0,4,0,0,80,3,3
41,1,4,1,1,4,3,5,4,3,0,2,53,9,4
42,8,2,4,2,1,3,12,3,4,78,0,53,5,9
21,5,0,4,6,2,0,3,6,1,0,0,41,10,10
61,6,5,2,5,2,4,7,2,2,0,0,37,11,3
96,8,2,0,7,0,3,6,0,2,0,0,49,5,3
65,3,4,2,4,5,4,9,6,4,0,0,60,6,9
66,3,7,2,0,3,1,6,2,2,20,0,67,1,7
36,9,5,3,5,1,1,5,0,1,0,0,51,7,11
19,8,3,3,7,3,2,4,5,1,0,0,60,10,7
10,9,10,0,7,2,3,3,6,0,0,0,35,6,7
41,8,82,4,2,0,1,2,1,1,0,0,38,11,8
25,4,5,3,5,0,3,10,5,4,0,0,50,9,11
87,7,2,2,1,2,4,1,6,0,0,0,55,9,5
74,2,3,4,4,3,0,0,6,4,0,0,57,10,1
51,1,4,3,0,5,2,6,3,4,0,0,68,3,0
18,10,0,0,1,2,0,11,3,3,0,0,60,11,10
27,3,5,0,6,2,2,9,5,2,0,0,74,0,9
22,8,3,2,0,0,0,9,4,0,0,0,76,1,1
55,2,7,1,0,2,1,8,2,4,0,0,48,7,5
34,1,23,0,3,3,3,6,0,1,0,0,59,6,10
35,7,26,2,6,2,2,9,6,2,0,38,49,8,11
53,1,3,3,1,2,2,1,2,0,2,0,26,4,7
60,0,10,1,2,3,1,4,3,2,0,0,56,10,10
25,8,9,4,7,0,4,6,3,1,0,0,30,2,11
47,6,0,3,6,4,4,9,6,4,0,0,56,9,5
45,9,16,3,5,5,4,10,5,1,1,0,62,1,6
49,3,3,1,2,1,1,8,6,1,0,0,72,8,5
36,7,5,3,3,4,1,2,3,3,0,0,60,4,11
19,5,4,0,6,4,1,3,6,0,0,0,48,0,5
34,7,3,1,3,1,1,4,4,2,0,0,48,10,2
3,2,3,1,7,4,0,6,6,3,0,0,70,2,5
24,6,19,2,0,2,2,11,4,0,0,0,59,9,9
57,2,12,4,6,4,1,8,3,1,9,0,66,2,1
64,6,6,2,3,1,0,11,5,1,0,0,55,10,2
66,7,12,2,5,0,0,2,6,4,0,0,43,8,10
25,8,2,3,3,0,3,1,6,1,0,0,60,7,8
0,0,4,2,6,2,4,7,1,2,0,0,44,5,4
44,1,7,0,5,2,3,9,2,4,0,0,50,6,0
40,4,7,4,6,5,0,5,4,4,0,0,61,0,4
45,0,6,0,4,5,0,10,0,3,0,0,50,10,9
10,2,3,0,3,4,0,6,0,3,0,0,63,0,10
65,4,3,4,1,0,0,0,1,2,0,0,48,10,11
24,10,20,4,2,4,2,6,3,4,0,0,66,0,10
10,6,7,1,0,2,0,11,0,1,0,0,20,5,1
14,2,4,3,3,1,3,2,0,4,52,0,30,1,0
10,2,7,0,1,3,3,12,6,1,0,0,60,1,10
73,3,6,2,3,2,2,3,0,3,0,0,42,6,1
30,5,2,1,1,4,4,8,6,1,0,0,57,0,7
22,1,10,0,0,3,2,11,5,1,0,0,75,11,5
35,8,3,0,1,1,0,7,0,4,0,0,50,11,2
41,0,7,3,4,3,1,11,1,3,0,0,63,9,11
30,8,4,1,7,1,0,12,3,3,0,0,54,10,0
12,2,7,2,7,1,3,10,1,3,0,0,58,0,8
29,7,3,3,3,4,1,9,5,2,0,0,50,2,1
62,9,20,2,6,2,0,13,5,4,0,0,34,3,0
35,10,8,2,7,1,4,11,1,0,0,0,43,1,6
72,7,13,4,1,2,1,0,4,2,0,8,52,8,1
44,9,2,3,6,4,0,8,4,0,0,0,45,4,2
37,1,13,4,1,3,3,3,0,3,1,0,69,6,8
0,4,1,3,3,1,4,1,0,2,0,0,64,8,1
20,2,7,4,0,3,3,13,0,2,0,0,30,7,1
0,8,3,1,6,5,1,1,2,3,0,0,62,1,4
0,4,18,1,2,2,0,8,4,0,0,0,51,5,2
34,3,1,3,5,4,3,5,2,1,0,94,61,3,10
0,2,6,0,2,1,3,11,3,4,0,0,112,6,1
36,10,5,2,4,3,4,7,6,0,0,0,66,11,8
15,9,9,2,6,4,4,0,6,2,0,0,102,2,6
19,0,2,1,7,2,1,8,5,3,0,6,67,8,0
32,5,2,0,1,2,4,11,6,4,0,0,60,2,8
12,8,3,2,2,3,2,12,4,0,0,0,39,6,6
43,7,9,1,6,5,4,7,2,3,24,0,85,7,4
40,7,4,4,3,2,1,9,1,1,0,0,74,11,6
63,10,10,0,7,2,0,3,4,4,0,0,57,3,2
19,2,6,1,3,5,1,8,3,2,0,0,76,6,9
0,3,7,1,1,1,2,11,1,1,0,0,52,8,5
52,10,3,1,6,3,4,2,2,3,0,0,68,0,4
29,2,9,3,3,3,1,8,4,0,0,0,73,7,4
15,8,10,4,4,4,3,10,3,3,0,0,50,10,5
55,4,8,4,7,1,4,2,1,0,0,0,50,4,8
53,0,5,1,1,2,4,0,4,4,0,0,52,4,9
22,2,12,2,5,4,2,6,3,3,0,0,65,10,0
42,10,8,1,2,2,4,5,3,2,0,100,53,10,10
56,8,2,4,3,0,3,2,3,0,0,0,98,2,4
38,1,1,0,2,3,1,3,2,1,0,0,40,3,0
46,3,2,1,1,3,0,10,3,1,0,0,50,6,3
35,7,3,2,3,1,4,7,2,1,13,0,13,3,11
49,3,2,1,7,1,4,1,5,0,0,0,40,1,4
62,10,3,4,6,2,1,5,6,3,0,14,34,2,11
56,2,3,3,7,4,4,8,0,1,0,0,54,5,8
45,4,10,1,1,4,1,2,5,3,0,0,64,0,4
28,0,12,4,1,2,2,0,6,4,0,0,61,11,7
41,4,3,4,6,5,3,5,2,4,0,0,31,1,7
0,6,5,4,1,3,4,1,1,1,0,0,49,11,9
34,7,37,2,1,3,2,11,2,0,0,0,53,6,7
46,7,8,0,1,3,2,13,0,0,0,0,42,1,6
37,1,3,1,3,0,2,3,6,4,0,0,48,9,10
6,2,2,4,2,2,3,7,1,3,0,0,69,1,9
32,7,10,1,7,1,3,5,0,4,0,0,25,6,7
22,5,14,0,5,2,2,7,4,0,0,0,72,7,6
63,7,3,3,7,4,1,7,0,3,0,0,9,4,6
44,2,3,4,7,0,2,1,4,3,0,0,69,5,2
31,4,2,2,4,5,3,11,1,3,0,0,66,9,8
0,10,12,2,2,1,0,12,1,1,0,0,43,4,1
49,0,7,3,3,4,0,11,4,0,0,0,7,2,11
14,3,19,1,1,3,0,1,2,1,0,0,33,8,7
64,5,2,4,7,1,4,5,6,0,0,0,46,5,5
39,9,1,4,7,0,3,6,4,4,2,0,46,3,10
0,3,2,1,0,5,3,8,1,2,0,0,56,8,9
29,1,3,4,4,0,1,7,1,1,0,0,43,8,3
54,6,11,4,6,3,3,7,1,2,0,0,54,5,11
18,10,2,4,1,0,0,11,2,3,0,0,76,4,1
44,8,7,3,2,1,0,5,1,1,0,0,49,5,11
50,1,13,4,5,1,0,2,6,2,0,0,68,9,9
35,6,14,4,0,0,0,7,3,0,0,0,62,6,6
36,8,1,1,6,0,3,13,5,3,0,0,47,1,0
36,3,3,2,2,4,3,9,4,3,0,0,35,5,4
1,5,2,1,2,1,1,10,3,0,0,0,37,11,9
