0,1,2,3,4
91,51,0,0,165
200,23,0,0,83
37,17,0,0,181
193,14,0,0,83
126,36,0,0,185
231,15,0,0,104
124,9,0,0,351
128,23,0,18,130
67,13,0,0,141
110,32,0,0,239
44,8,100,0,154
160,57,0,0,133
155,28,0,0,176
184,13,0,0,225
269,136,0,0,163
249,49,0,0,223
127,13,0,0,222
188,31,0,0,297
143,8,0,0,264
318,10,0,0,83
0,88,0,0,243
150,23,0,0,169
0,19,0,0,99
83,18,0,0,124
208,22,0,0,193
182,13,0,0,207
177,4,0,0,225
0,21,0,0,186
257,20,0,0,216
32,67,0,0,150
173,36,0,0,244
85,31,0,0,144
0,56,0,0,261
142,15,63,0,110
155,84,0,0,185
78,111,1,0,298
69,14,0,0,340
157,20,0,0,199
135,24,0,0,264
200,7,0,0,299
75,15,0,0,149
273,23,0,0,261
191,27,0,0,159
215,37,0,0,142
213,23,0,0,265
237,22,18,0,224
224,89,0,9,84
254,20,0,0,146
98,8,0,0,173
167,41,0,0,154
260,83,0,0,172
91,42,0,0,144
238,20,0,0,226
109,27,0,0,117
43,46,0,0,257
138,12,0,0,227
185,48,0,0,195
169,64,0,0,72
120,24,0,0,206
165,22,0,0,278
299,14,0,0,194
144,12,1,0,326
212,20,0,0,238
119,38,0,0,211
261,16,0,0,217
57,11,0,0,204
257,2,0,0,118
134,17,0,0,164
36,21,0,0,156
215,52,0,79,286
22,45,0,0,237
77,10,0,0,232
140,25,93,0,199
109,9,0,0,16
216,13,0,0,238
14,7,0,0,287
182,28,0,0,99
135,145,0,0,145
52,45,0,0,255
132,36,0,0,185
216,16,0,0,200
161,17,0,0,216
213,113,0,0,189
150,8,52,0,64
174,113,0,0,14
132,18,0,0,218
339,101,0,0,227
220,8,0,12,100
76,31,0,0,47
233,21,0,0,296
55,155,0,63,204
95,12,0,0,169
200,17,0,0,162
278,27,15,0,269
135,7,14,0,165
19,18,0,0,171
116,40,0,0,105
159,26,0,0,213
88,7,0,0,292
236,48,0,0,160
112,14,0,0,203
52,19,0,0,72
91,58,0,0,229
235,38,0,0,242
168,14,0,0,312
142,24,0,0,151
16,16,0,0,285
155,15,0,0,195
0,8,0,0,115
119,18,0,0,257
67,32,0,0,39
160,7,71,0,214
182,18,0,0,186
140,25,0,0,127
132,25,0,0,182
74,19,0,0,248
12,33,0,0,333
203,88,0,0,220
72,33,0,0,179
118,7,0,0,180
129,22,0,0,44
115,21,0,0,111
196,1,0,0,303
197,27,0,0,144
152,42,0,0,178
176,32,0,0,300
226,19,0,0,183
281,24,0,0,120
142,164,0,0,312
257,45,0,0,174
249,1,0,0,233
169,21,0,0,122
180,18,0,0,223
137,20,40,0,195
311,12,0,54,225
86,20,0,0,141
66,42,0,0,151
146,80,94,0,118
221,27,0,0,181
165,31,0,0,196
181,136,93,0,193
229,77,0,0,198
229,11,0,0,206
216,14,0,0,187
155,12,0,0,203
69,26,0,0,172
182,7,0,0,175
157,20,81,0,159
84,52,0,0,250
249,34,0,0,152
203,55,0,0,221
186,5,0,0,80
138,161,0,0,194
86,16,0,0,215
171,5,0,0,191
228,11,0,0,108
0,29,0,0,147
130,51,0,0,86
117,23,0,0,150
11,59,0,0,186
0,40,0,0,114
226,32,0,0,245
70,35,0,62,257
182,74,0,11,249
271,35,0,0,124
128,7,0,0,215
188,2,0,0,165
105,19,0,0,230
128,13,0,0,139
214,46,0,16,189
115,45,0,0,303
279,56,0,0,146
207,20,0,47,167
204,6,0,14,225
178,21,0,0,301
333,19,0,0,110
115,42,0,0,149
238,10,0,0,285
107,144,0,5,172
0,28,0,0,77
126,22,0,0,228
139,32,0,0,174
142,13,0,0,208
94,27,0,0,109
89,23,132,0,218
61,21,0,0,136
0,61,0,0,129
60,7,0,0,108
78,3,0,0,135
158,127,0,0,194
89,28,57,0,191
136,25,13,0,118
263,10,0,0,136
236,32,0,0,70
59,84,0,0,57
299,17,0,38,168
86,15,0,0,212
235,46,0,0,159
257,16,0,0,237
165,100,0,0,105
62,102,0,0,356
44,10,0,0,121
35,57,0,0,175
201,7,0,0,133
242,26,0,0,211
190,44,0,84,220
71,7,0,0,152
371,12,0,0,296
69,39,0,0,169
39,24,0,0,146
188,12,0,0,214
347,8,0,0,338
99,17,0,0,92
275,18,34,0,142
128,59,0,0,132
177,26,0,0,201
188,53,0,0,318
67,37,0,0,275
273,27,0,0,255
62,33,0,0,234
71,50,0,0,180
72,61,0,0,235
164,9,0,0,130
139,10,24,0,180
236,10,0,0,84
66,86,0,0,50
245,25,0,0,197
64,14,16,0,196
196,10,0,0,101
137,13,0,0,143
30,6,0,0,304
31,24,0,0,171
269,39,0,0,137
100,33,0,0,240
141,4,0,0,133
178,1,0,0,77
138,26,0,0,181
250,39,0,0,99
142,32,0,0,227
148,61,0,0,334
220,10,0,0,189
56,73,0,0,63
0,47,0,0,95
274,35,0,0,179
252,13,0,0,57
227,17,0,0,255
168,19,0,0,179
163,39,0,0,265
285,59,0,0,70
304,15,0,0,106
214,0,0,0,278
72,25,0,0,230
85,5,0,0,162
209,11,0,0,173
124,28,62,0,213
188,52,0,48,222
79,20,0,59,256
26,32,0,0,80
90,42,0,0,319
106,61,129,0,196
0,19,0,0,66
188,27,0,0,208
127,12,0,0,126
139,35,33,0,147
161,12,0,0,200
11,22,0,0,180
0,55,0,0,241
123,24,0,0,176
83,45,0,0,131
111,47,0,0,174
198,70,0,0,95
146,41,0,0,295
279,51,0,0,187
61,9,0,0,241
109,41,0,0,216
181,91,0,0,237
214,14,0,0,170
281,21,0,0,287
87,9,0,0,182
36,11,0,0,181
193,7,0,0,79
203,76,0,0,228
56,21,0,0,134
129,3,9,0,272
40,32,0,0,161
82,25,0,0,312
152,105,15,0,244
171,3,0,0,223
200,27,100,0,213
219,34,0,0,213
0,21,0,0,82
95,16,0,35,201
112,10,7,0,171
32,10,0,0,205
55,75,24,0,288
49,81,0,77,242
137,19,0,0,196
99,11,139,0,62
0,32,51,0,251
90,26,0,0,174
57,13,0,0,204
284,86,0,0,128
211,4,0,0,23
225,8,0,0,234
100,25,0,0,109
231,26,0,0,170
307,33,0,6,261
202,38,0,28,118
112,20,0,0,246
0,10,0,0,258
13,16,0,0,159
98,102,0,0,247
174,9,0,0,243
50,25,0,0,286
140,40,0,3,292
175,21,0,0,99
153,11,0,0,214
149,17,0,0,259
146,17,0,0,107
0,15,0,0,219
0,28,0,0,184
343,33,0,0,93
7,6,0,0,189
229,22,0,0,79
105,32,0,0,122
142,2,0,0,128
153,52,5,0,199
261,7,0,0,146
171,72,0,0,232
133,22,0,0,224
130,23,0,0,156
181,75,0,0,289
166,14,0,0,195
131,17,0,0,156
24,5,2,0,252
210,136,0,0,222
350,21,0,0,212
137,13,0,0,188
148,21,0,0,262
88,52,0,0,204
152,26,0,0,265
152,30,0,0,84
237,17,0,0,203
254,52,0,8,147
165,16,0,0,108
229,41,0,0,36
102,34,0,0,216
248,10,0,0,126
37,7,0,0,128
158,10,0,0,132
77,20,0,0,195
208,14,0,0,270
9,8,0,0,113
131,79,3,0,148
18,98,0,0,115
143,29,101,0,237
107,25,46,0,189
142,159,0,0,173
164,5,0,0,147
204,16,0,0,150
297,16,0,0,232
137,12,0,0,35
134,25,0,0,61
105,30,0,0,289
160,22,0,0,150
105,42,0,0,239
253,27,6,0,45
56,22,0,0,113
54,9,0,0,223
213,40,0,0,71
220,146,0,0,321
200,25,0,76,158
0,25,0,0,275
273,17,0,0,166
46,29,0,0,203
91,6,0,0,166
198,51,135,57,225
63,51,0,0,111
45,43,0,0,160
269,69,0,0,144
0,21,0,0,176
285,28,0,0,187
0,43,0,0,166
5,18,0,0,86
145,11,0,0,264
117,14,0,0,93
308,9,0,0,253
186,4,0,0,111
111,14,0,0,212
0,29,1,0,155
170,12,0,0,171
181,12,0,0,196
186,11,0,0,248
140,8,0,0,245
200,26,23,0,266
84,21,0,0,197
34,8,0,0,260
200,21,0,0,192
151,14,0,0,6
156,4,0,0,163
206,24,0,0,258
0,68,0,0,131
79,15,0,0,162
113,18,0,0,227
246,41,0,0,134
138,15,0,0,177
169,27,0,0,240
264,97,0,0,160
83,75,0,0,103
114,16,0,0,219
95,122,0,0,170
132,30,0,0,229
146,89,0,0,236
78,7,0,0,145
197,16,0,0,197
143,14,0,0,301
266,30,0,0,220
123,44,0,0,150
13,92,0,0,206
130,32,0,0,146
67,28,0,0,62
317,6,0,0,333
150,58,0,0,256
56,18,0,0,106
203,80,0,0,103
2,6,0,0,241
113,5,0,0,155
142,47,0,0,94
71,17,0,0,276
101,61,0,0,201
231,41,0,0,102
150,89,0,0,137
235,39,0,70,195
150,17,0,0,84
157,54,0,0,110
0,9,0,0,159
148,38,0,0,193
164,87,0,0,222
64,59,0,0,183
171,29,0,0,276
128,52,0,0,17
39,38,0,0,182
74,11,0,0,232
125,20,0,0,132
110,3,0,0,155
0,85,0,0,287
134,22,0,0,184
284,11,24,0,264
96,116,0,0,173
217,12,0,0,162
70,15,0,0,152
121,16,0,0,171
54,11,103,0,125
122,17,14,0,292
188,8,0,0,207
144,6,0,0,205
345,25,0,0,209
0,31,0,0,206
0,29,0,0,128
60,29,0,0,300
0,8,0,0,212
49,7,0,0,109
239,10,0,0,198
0,38,0,0,323
10,59,0,0,217
143,56,0,0,314
202,3,0,110,129
72,33,0,0,82
157,32,0,0,285
45,6,0,0,272
193,19,0,0,218
169,35,0,0,168
36,28,0,0,127
254,8,0,0,215
86,24,0,0,192
102,11,0,0,196
218,41,0,0,162
69,26,0,0,162
232,61,43,0,218
111,10,0,0,125
201,12,34,0,193
169,4,0,0,176
142,2,0,0,158
190,23,0,0,171
146,23,0,0,29
163,23,0,0,97
68,40,0,0,249
103,28,0,0,208
264,22,0,0,181
230,38,0,0,41
53,28,0,0,123
204,28,0,0,265
246,39,0,0,198
286,10,0,0,102
100,29,0,0,100
268,2,0,0,224
46,25,0,0,211
0,13,0,0,315
99,2,13,0,151
225,23,0,0,194
215,15,0,0,220
66,36,0,0,212
78,34,0,0,155
175,17,4,0,345
0,23,0,0,140
209,37,0,0,314
135,31,0,0,271
0,21,0,0,137
111,22,0,0,196
304,23,0,0,157
129,17,0,0,105
104,74,0,0,138
211,9,0,0,138
58,59,0,0,187
119,28,0,0,255
108,22,0,0,196
59,38,0,0,203
205,44,0,0,279
87,49,80,48,208
172,126,0,0,210
178,12,0,0,253
242,11,0,0,113
212,37,0,0,105
109,71,0,0,218
102,8,0,0,150
0,26,0,0,186
53,7,74,0,149
85,23,0,83,317
99,25,0,0,239
140,21,31,0,142
53,18,0,99,238
42,31,0,0,176
358,5,0,46,113
194,24,0,0,192
128,24,0,0,95
93,8,11,0,252
202,26,0,0,158
173,31,0,0,199
71,36,0,0,185
168,22,0,0,134
5,10,0,0,158
154,38,0,0,250
287,17,0,0,192
130,38,66,0,20
74,21,0,0,247
203,60,0,0,153
138,26,0,0,266
144,34,48,0,232
156,61,0,0,230
54,20,0,0,229
127,11,0,0,171
158,15,29,0,222
280,40,0,0,261
222,13,0,0,166
229,75,0,0,215
194,11,0,0,284
21,30,0,0,246
172,17,0,0,217
93,74,0,16,21
43,71,0,0,140
238,18,0,0,198
104,9,0,0,292
210,32,0,0,185
21,32,0,0,110
11,5,0,99,239
116,24,0,0,189
25,21,0,0,189
170,13,0,0,235
249,12,0,0,203
161,14,20,41,190
183,13,0,0,181
171,13,0,0,344
138,20,0,0,172
130,49,0,0,114
15,20,0,0,151
0,111,0,0,217
161,13,0,0,127
73,146,0,0,234
254,20,0,0,85
93,90,0,0,258
31,51,0,0,42
201,16,0,0,135
138,17,0,0,112
161,11,0,0,78
0,65,0,0,144
153,58,33,0,118
43,27,0,0,259
265,23,0,0,144
170,65,0,0,203
117,51,0,0,284
22,35,0,7,237
258,19,0,0,198
123,80,0,0,123
154,25,0,0,186
225,23,0,0,136
140,69,0,0,249
106,4,0,0,322
44,58,0,0,229
340,10,0,0,186
148,15,0,0,248
102,35,0,0,276
97,96,15,0,220
81,15,0,0,122
168,18,0,0,227
0,28,0,0,228
212,29,0,0,137
155,7,0,0,172
0,15,0,0,202
141,19,67,0,329
217,14,0,0,187
125,17,0,0,221
35,47,0,0,127
134,31,0,0,171
162,19,0,0,150
48,26,0,0,218
182,35,0,0,189
108,10,0,0,307
130,11,0,0,15
305,14,0,0,184
158,60,0,0,280
0,11,0,0,147
40,13,0,0,168
161,34,0,0,210
36,96,0,0,198
73,38,0,0,117
215,76,0,0,240
138,32,0,0,309
55,25,0,0,108
45,28,0,0,172
167,8,0,0,169
153,22,0,0,156
241,19,0,0,304
173,41,0,0,219
187,17,0,0,211
155,28,0,0,166
155,4,0,0,252
91,114,0,0,186
123,22,0,0,181
122,16,0,0,276
133,19,0,0,199
188,16,0,0,168
295,41,0,0,179
198,32,0,0,143
181,35,0,0,117
0,16,1,0,286
0,14,0,0,166
278,30,0,0,202
43,29,0,0,152
101,26,0,115,321
223,110,0,0,193
191,13,0,0,18
164,12,0,0,77
33,30,1,0,150
0,5,0,0,172
80,135,0,0,269
0,12,0,0,217
171,7,27,0,260
152,27,0,0,27
118,9,0,0,70
57,27,0,0,150
231,21,76,0,20
192,27,0,0,171
45,151,80,0,163
6,7,0,0,162
269,20,69,0,147
170,20,0,0,175
311,18,0,0,158
194,35,0,0,188
165,11,0,0,104
211,24,0,0,151
136,21,30,0,151
94,12,0,0,199
204,6,0,0,229
265,43,0,0,96
313,32,84,0,192
194,16,0,0,270
191,18,44,0,140
32,56,0,0,212
208,53,48,0,222
31,32,0,0,242
34,16,0,0,81
218,63,0,0,226
300,103,0,0,177
30,29,0,0,206
101,27,13,29,236
144,24,89,0,118
41,20,0,0,175
192,28,0,0,156
153,52,0,0,251
85,9,0,0,205
306,10,0,0,202
220,65,0,0,216
26,64,0,0,137
82,12,0,0,206
167,13,0,0,148
94,16,0,0,97
107,48,0,0,94
168,22,0,0,236
88,29,22,0,224
38,73,0,63,13
228,35,0,0,97
0,24,0,0,245
178,16,0,0,224
328,3,0,0,237
1,24,0,0,193
172,12,0,0,163
36,19,0,0,295
158,103,0,0,172
139,11,0,0,102
124,20,0,0,238
120,30,0,0,150
110,4,0,0,153
101,11,0,0,159
67,60,6,0,180
228,11,0,0,82
125,10,0,0,276
122,18,0,0,181
65,101,0,0,77
152,15,0,0,224
140,16,0,0,120
315,38,0,0,206
108,12,0,0,232
326,41,0,0,106
34,23,0,0,269
0,39,0,0,301
172,14,0,0,148
91,14,0,0,153
211,51,0,0,98
80,15,0,0,189
59,31,0,0,205
61,36,0,0,214
125,39,0,0,93
129,47,0,68,229
91,8,0,0,222
112,14,0,0,207
125,26,0,0,207
123,7,0,0,356
165,36,0,0,263
119,8,0,5,183
164,46,0,0,144
197,46,0,0,138
160,20,0,0,347
231,24,0,0,138
227,22,0,0,131
300,5,0,0,152
142,63,0,0,275
0,31,0,0,120
20,14,85,0,190
184,17,0,0,213
103,19,0,0,215
56,4,35,0,205
72,20,0,0,103
192,38,0,0,219
63,3,0,21,123
144,38,0,0,155
64,86,0,0,264
345,16,0,0,159
111,44,124,0,206
241,16,0,0,200
140,19,0,0,198
36,90,0,0,199
197,19,0,0,202
155,19,90,0,198
39,19,0,0,204
114,90,0,0,87
138,6,0,0,178
297,42,0,0,323
120,41,0,0,225
68,16,0,0,127
266,10,0,0,71
0,21,2,0,129
0,19,0,0,206
194,12,0,0,156
182,40,0,0,152
127,44,0,0,160
0,9,0,0,238
326,29,0,0,101
154,50,0,0,254
105,45,0,0,185
140,5,0,0,111
85,15,51,0,250
18,90,0,0,273
226,29,0,0,116
16,24,0,0,78
0,42,0,0,218
71,14,0,0,257
153,103,0,0,261
271,12,0,0,274
97,4,0,0,91
86,35,0,0,276
131,16,0,0,159
159,62,0,0,93
102,27,0,0,228
38,15,0,102,309
94,42,0,0,166
139,36,0,0,169
223,7,0,0,154
96,30,0,0,116
66,9,0,0,152
109,33,0,0,255
85,16,65,0,183
131,154,0,0,163
364,121,0,0,120
235,30,0,0,223
176,40,0,0,59
165,17,0,0,136
263,28,0,0,109
219,79,75,0,201
0,59,0,97,109
99,8,0,0,267
85,81,0,0,144
0,22,0,42,191
235,41,0,0,104
116,68,0,0,159
220,31,0,0,290
143,21,34,0,194
161,16,0,0,202
145,13,0,0,42
74,17,0,0,197
288,26,0,0,251
69,22,0,0,131
155,11,0,0,191
252,19,38,0,114
191,11,0,0,94
272,29,74,0,254
137,21,0,0,2
0,38,0,0,195
351,22,0,0,263
7,93,0,0,202
181,15,0,0,209
93,25,0,0,58
200,31,0,0,77
74,36,0,0,246
120,6,0,0,271
221,11,3,0,232
249,19,0,0,159
106,15,0,0,104
122,32,3,0,176
19,45,0,0,186
12,6,0,0,183
138,24,0,0,197
180,21,0,0,78
0,21,0,0,144
80,32,0,0,214
82,77,0,0,178
0,48,0,0,242
0,5,0,0,273
285,7,0,0,255
162,25,0,0,134
318,34,0,0,258
80,81,0,0,233
272,10,0,0,83
228,26,0,0,137
0,67,0,0,161
224,22,0,0,91
112,44,0,0,195
167,71,0,0,227
71,30,78,0,113
0,24,0,0,256
233,21,0,0,109
201,16,0,0,158
47,16,0,0,158
11,22,0,0,67
108,16,0,0,271
245,33,0,0,167
204,12,0,0,186
71,33,0,0,90
0,63,0,0,216
36,4,78,0,201
338,10,0,0,133
105,47,0,0,204
109,20,0,0,208
80,18,0,0,195
275,27,0,0,346
209,27,0,0,170
104,18,0,0,254
211,4,0,0,232
134,34,102,0,262
224,11,0,0,197
81,79,0,0,163
23,31,0,0,303
125,62,0,0,203
84,140,49,0,213
98,23,15,0,100
88,5,0,0,145
241,22,0,0,206
84,31,7,0,87
126,8,0,0,125
99,37,0,0,120
111,16,0,0,223
111,8,0,0,355
315,132,0,0,284
85,15,0,0,160
117,14,0,0,152
126,97,0,0,228
151,58,0,0,140
202,8,0,0,222
143,9,0,0,270
176,85,0,0,166
93,30,0,0,124
44,21,0,0,241
106,72,0,0,210
52,63,0,0,189
176,32,34,0,1
148,44,0,0,225
34,30,0,0,109
112,8,0,0,59
104,115,0,0,282
285,22,0,0,211
264,12,0,0,356
216,12,0,0,164
27,31,0,0,228
244,19,0,0,208
149,8,0,0,191
284,31,0,0,45
286,70,0,0,211
51,18,0,0,296
284,48,0,65,166
174,22,0,0,163
0,8,0,0,113
43,32,0,0,174
146,17,0,0,138
64,11,0,0,132
148,33,0,0,260
75,13,0,0,64
61,14,0,0,227
99,31,0,0,270
160,12,0,0,305
0,7,0,0,230
111,11,0,63,145
105,36,0,0,43
151,32,0,0,77
155,11,0,55,269
76,29,0,0,108
101,9,0,0,227
133,65,0,0,314
303,127,0,0,240
27,19,0,0,96
110,33,0,0,87
0,25,0,0,246
48,31,32,0,165
114,34,0,0,111
220,57,0,0,106
80,15,0,0,116
132,15,0,0,358
188,23,0,0,95
319,23,0,0,130
224,47,0,0,235
92,19,0,0,260
117,99,0,0,181
300,6,0,0,178
105,29,0,0,122
134,14,0,0,280
182,27,0,0,21
137,25,0,0,147
244,51,0,0,170
150,27,0,0,208
224,27,0,0,162
142,10,0,0,95
246,12,0,0,116
180,34,0,0,106
231,54,0,0,169
210,6,0,0,137
126,27,0,0,195
198,26,0,0,121
34,15,0,0,61
237,72,0,0,96
292,7,0,0,242
131,35,0,0,180
109,15,0,0,316
215,55,0,0,137
224,15,0,0,234
114,11,0,0,84
106,19,0,0,185
250,66,0,0,98
263,8,0,0,165
76,32,0,0,287
185,2,0,0,89
135,17,13,0,228
65,14,4,0,164
157,13,0,0,122
170,93,0,0,283
205,8,0,0,230
188,19,0,0,167
197,55,0,0,170
195,3,0,0,175
206,18,0,0,250
207,23,0,0,272
80,9,0,0,199
119,7,0,0,169
133,54,0,0,217
174,11,0,0,209
133,12,0,0,198
354,20,0,0,133
292,57,0,0,219
212,13,0,0,180
75,56,0,0,121
0,15,0,0,140
126,18,0,0,73
252,29,0,0,91
128,32,0,0,248
312,67,14,32,171
228,31,0,0,211
137,109,0,0,162
33,77,0,0,291
69,23,0,0,219
60,53,0,0,137
253,12,0,0,179
29,16,0,0,126
113,21,0,0,130
105,6,0,0,194
92,19,0,0,227
228,17,21,0,221
264,10,7,0,128
209,18,0,0,324
179,30,0,0,199
144,156,47,0,129
209,9,0,14,218
58,22,0,0,136
170,5,0,0,203
173,45,0,0,166
99,49,0,0,66
331,14,0,0,131
91,47,0,0,207
205,14,0,0,250
115,136,0,0,262
0,9,0,0,130
249,89,0,0,259
0,13,26,0,202
173,45,0,0,185
20,40,0,0,113
74,7,0,0,241
324,19,0,0,35
96,24,128,0,231
0,75,0,0,198
166,14,0,0,190
315,28,0,0,232
89,26,0,0,264
207,78,0,0,134
358,12,14,0,277
134,27,0,0,220
308,15,0,0,298
82,15,0,5,121
144,30,0,0,101
219,13,0,0,305
216,10,0,0,200
231,10,0,0,113
102,8,0,0,193
137,14,3,0,217
239,51,0,0,214
243,16,0,0,188
190,12,0,0,263
283,37,0,0,213
115,36,0,0,126
214,20,0,0,193
46,44,0,0,187
0,39,0,0,143
125,58,0,0,141
228,10,0,0,241
181,7,0,0,159
168,4,15,0,171
0,25,53,0,230
126,19,0,0,155
222,61,0,0,156
53,20,0,0,274
142,18,0,29,181
191,7,0,0,157
44,53,0,0,209
314,64,0,0,161
12,40,45,0,177
76,13,0,0,246
28,49,0,0,106
267,45,0,0,170
131,11,0,0,228
172,18,0,0,308
7,148,0,20,150
211,128,0,0,221
314,17,0,0,172
70,58,0,0,238
258,16,0,0,293
117,6,0,0,171
146,74,0,0,125
236,13,0,0,164
98,12,0,0,174
247,70,0,0,290
169,5,0,0,201
69,57,0,0,157
211,19,0,0,210
98,45,0,0,148
101,10,0,0,102
139,5,0,0,94
79,7,0,0,142
136,14,0,0,176
157,113,0,0,171
5,10,0,0,284
272,55,0,0,329
124,17,0,0,186
121,40,0,0,166
222,22,0,0,62
181,20,0,0,280
54,32,0,0,239
208,37,0,0,231
131,17,0,0,79
336,22,0,0,17
263,41,3,0,191
149,45,0,0,174
219,27,0,0,14
108,57,0,0,172
197,59,0,0,216
212,10,0,67,110
269,18,0,0,144
152,35,0,0,142
226,5,0,0,270
287,12,0,0,159
149,13,0,0,262
0,58,0,0,131
228,12,0,0,171
86,6,0,0,85
244,15,0,0,188
232,7,0,0,164
11,8,0,0,162
213,17,0,0,158
257,11,0,0,249
125,6,0,0,153
228,44,0,0,128
210,17,0,0,156
258,64,0,0,10
187,42,0,0,257
256,29,0,0,272
245,9,0,0,140
114,90,0,0,78
70,30,0,0,68
