0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
68,3,17,15,1,2,11,0,4,1,0,0,59,38,0
51,1,8,8,2,2,2,0,2,1,0,0,51,38,1
68,2,17,15,1,2,11,0,4,1,0,0,68,38,0
0,2,0,11,15,4,2,1,4,1,0,0,51,38,0
0,2,8,15,1,4,7,3,4,0,0,0,51,38,0
34,2,0,9,4,2,3,0,4,1,0,0,76,38,0
17,2,0,9,4,4,3,3,2,1,0,0,51,10,0
17,5,17,9,4,2,9,0,4,1,0,0,59,38,1
0,2,17,15,1,4,7,3,2,1,0,0,42,38,0
51,2,17,9,4,2,3,5,4,0,0,0,51,38,1
0,2,0,15,1,4,0,3,4,0,0,51,34,38,0
17,2,0,7,3,2,0,0,4,1,0,0,51,38,1
34,2,25,15,1,0,2,1,4,1,0,0,51,38,0
17,2,0,7,3,4,11,1,4,0,0,0,76,38,0
8,2,0,11,15,4,7,1,4,0,0,51,51,38,0
34,4,0,11,15,2,2,0,4,1,0,0,42,38,0
34,2,17,9,4,2,11,0,4,1,0,0,59,38,0
51,2,8,7,3,0,12,1,2,0,0,0,42,38,0
34,0,0,12,5,2,9,0,4,1,0,0,51,19,1
42,4,0,11,15,2,2,0,4,1,0,0,76,38,0
8,2,8,8,2,2,0,5,4,0,0,0,42,38,0
0,2,0,15,1,4,11,3,4,1,0,0,17,38,0
51,2,0,15,1,2,2,0,1,1,0,0,51,38,1
76,3,0,11,15,2,2,0,4,1,0,0,51,38,0
8,2,17,15,1,4,11,3,4,0,0,0,51,38,0
0,2,25,15,1,4,7,3,4,1,0,0,34,25,0
42,2,8,8,2,4,9,1,4,0,0,42,51,38,1
93,2,0,15,1,4,12,2,4,1,0,0,51,38,0
17,2,8,11,15,4,13,4,2,0,0,0,34,38,0
0,2,8,15,1,2,7,0,4,1,0,0,25,38,0
25,2,0,11,15,6,7,4,4,0,0,0,25,38,0
85,2,8,1,13,2,2,0,4,1,0,59,51,38,0
51,1,8,15,1,0,0,4,4,0,0,0,42,25,0
25,2,8,11,15,4,0,1,4,0,0,0,51,38,0
25,2,8,9,4,4,3,2,1,0,0,0,51,29,0
0,2,17,11,15,4,2,3,4,1,0,0,42,38,0
51,2,8,11,15,2,2,0,4,1,0,0,59,38,0
8,2,8,9,4,4,5,1,4,1,0,0,51,38,0
93,4,42,15,1,5,11,4,2,1,0,51,0,38,0
17,2,8,11,15,0,2,1,4,1,0,0,76,38,0
42,2,17,9,4,5,7,2,2,1,0,0,59,38,0
8,2,17,11,15,4,7,4,4,0,0,0,51,38,0
42,3,0,12,5,0,3,4,1,0,0,0,51,38,0
17,2,0,11,15,4,3,1,1,0,0,0,51,8,0
42,4,8,12,5,2,11,0,4,1,0,0,51,38,1
25,2,8,15,1,0,7,4,4,0,0,0,51,25,0
34,0,17,7,3,4,3,1,4,1,0,0,51,38,0
51,5,0,12,5,6,10,4,4,1,0,0,51,38,0
0,2,0,1,13,4,5,3,4,1,0,0,17,38,0
85,1,0,8,2,6,9,1,4,0,0,0,17,38,0
8,2,0,11,15,4,7,1,4,1,0,59,51,38,0
17,5,8,11,15,2,10,0,4,1,0,0,51,38,0
59,2,0,15,1,2,11,0,4,1,0,59,51,38,1
8,2,34,9,4,4,2,1,4,1,0,0,59,38,0
17,5,8,9,4,2,9,0,4,1,0,0,51,38,1
8,2,17,11,15,3,11,4,4,0,0,0,25,38,0
0,2,25,11,15,4,2,3,2,1,0,0,51,38,0
25,2,34,11,15,4,5,1,2,1,0,0,51,38,0
0,2,8,11,15,4,7,3,4,1,0,0,8,38,0
25,2,0,9,4,2,9,0,4,1,0,0,85,38,0
42,1,8,15,1,2,3,0,2,1,0,0,42,38,1
42,2,0,15,1,0,0,1,4,0,0,0,51,38,0
17,2,51,15,1,4,2,1,2,1,0,0,59,38,0
34,2,17,5,10,2,6,0,4,1,0,0,51,25,1
34,0,0,15,1,2,0,0,4,1,0,0,51,38,1
25,2,17,11,15,2,0,0,2,1,0,0,51,38,0
42,4,8,9,4,0,3,1,4,0,0,0,51,38,0
17,2,0,12,5,2,9,5,4,0,0,0,59,38,0
68,5,0,10,7,2,9,0,4,1,0,0,0,38,1
34,2,8,15,1,0,6,1,2,0,0,0,34,38,0
8,2,8,15,1,2,6,0,4,1,0,0,51,38,0
42,1,42,9,4,2,2,0,2,1,0,0,51,38,0
51,2,0,15,1,2,12,0,4,1,0,0,59,38,0
42,0,0,9,4,2,12,0,4,1,0,0,25,38,0
8,2,8,4,9,2,13,2,4,1,0,0,51,25,0
25,2,0,15,1,0,2,1,4,1,0,0,51,38,0
34,0,0,12,5,4,3,1,4,0,17,0,68,38,1
25,2,8,12,5,2,9,2,4,1,8,0,51,38,1
8,4,0,11,15,4,11,1,4,1,0,0,51,38,0
8,2,25,12,5,4,9,1,4,0,0,51,51,38,0
59,2,17,9,4,2,3,0,4,1,0,0,59,38,1
42,1,17,15,1,4,9,1,4,0,0,34,51,38,0
34,5,0,11,15,0,0,4,4,0,0,0,42,38,0
0,2,8,1,13,4,11,3,4,0,0,0,51,38,0
25,2,0,9,4,2,7,0,2,1,8,0,42,38,1
25,2,0,11,15,0,2,1,4,1,0,0,76,38,0
68,3,8,11,15,2,11,5,4,0,17,0,42,38,1
0,2,0,1,13,4,11,3,4,0,0,0,8,38,0
42,1,8,11,15,2,13,0,2,1,0,0,51,38,0
34,2,8,11,15,2,2,0,4,1,0,0,51,38,1
25,2,8,15,1,4,11,1,0,0,0,0,51,38,0
76,2,0,11,15,2,2,0,1,1,0,0,51,38,0
59,3,0,5,10,2,6,0,4,1,0,0,51,38,1
34,2,51,9,4,4,3,1,2,1,0,0,76,38,1
59,2,25,7,3,0,11,1,4,0,0,0,51,38,0
34,2,8,9,4,2,11,0,4,1,0,0,59,30,0
42,2,0,9,4,2,9,0,4,1,0,0,68,38,0
8,2,17,0,12,4,2,1,4,1,0,0,51,38,0
17,2,8,15,1,2,5,0,4,1,0,0,51,38,0
127,2,0,11,15,4,7,1,2,1,0,68,51,38,0
59,2,8,11,15,2,0,0,2,1,0,0,17,38,0
59,1,8,13,0,4,6,1,4,0,0,0,42,38,0
0,2,17,11,15,4,11,3,4,0,0,0,51,38,0
85,4,8,11,15,2,4,0,4,1,0,0,59,38,0
102,2,25,8,2,6,0,1,4,0,0,0,17,3,0
85,2,8,11,15,0,0,1,4,0,0,0,51,38,0
25,2,42,1,13,5,13,1,2,1,0,0,51,38,0
42,2,0,11,15,0,11,4,2,0,0,0,42,38,0
8,2,8,15,1,4,0,1,4,1,0,0,51,38,0
25,2,0,15,1,0,2,2,3,0,0,0,51,38,0
17,2,0,14,6,4,9,1,4,1,0,0,68,38,1
68,5,17,11,15,2,7,0,4,1,0,0,51,38,0
34,5,8,15,1,4,0,1,4,0,0,0,42,38,0
42,2,8,9,4,2,3,0,4,1,0,0,59,19,1
34,1,0,12,5,2,3,0,4,1,0,0,93,38,1
8,2,0,11,15,4,13,3,4,1,0,0,51,38,0
34,2,25,9,4,2,9,0,4,1,0,0,51,38,1
42,4,8,11,15,2,7,5,4,0,0,0,17,38,0
8,5,17,7,3,2,10,0,4,1,0,0,59,38,0
34,2,8,15,1,0,2,1,4,1,0,51,51,38,0
68,2,17,11,15,2,0,0,4,1,0,0,59,38,1
25,2,8,11,15,4,7,1,4,0,0,0,42,38,0
34,2,8,7,3,2,12,0,4,1,0,59,76,38,1
42,2,0,14,6,2,9,5,4,0,0,0,51,38,1
42,2,25,9,4,2,0,5,2,0,0,0,51,38,0
68,1,8,0,12,6,7,4,2,0,0,0,34,38,0
0,1,0,15,1,4,0,3,4,1,0,0,51,38,0
68,2,17,15,1,4,13,1,4,1,0,0,17,38,0
42,4,17,11,15,2,4,0,1,1,0,0,51,0,1
0,2,0,11,15,4,7,3,4,0,0,0,51,38,0
25,2,8,11,15,5,7,1,4,0,0,0,34,38,0
42,2,8,8,2,6,3,1,4,0,0,0,59,38,0
59,2,8,5,10,0,2,1,4,1,0,0,51,38,0
25,2,8,9,4,0,9,3,4,0,0,0,51,38,0
42,2,0,11,15,2,11,0,4,1,0,0,76,38,0
0,2,17,1,13,4,7,3,4,1,0,0,8,38,0
68,2,8,15,1,2,11,0,4,1,0,0,51,38,0
8,2,25,1,13,2,2,0,4,1,0,0,51,38,0
34,3,17,15,1,2,3,0,1,1,0,0,93,36,1
85,2,0,11,15,2,3,0,4,1,0,0,51,38,1
25,2,8,9,4,4,9,1,4,0,0,0,59,38,0
25,2,17,11,15,2,2,5,4,0,0,0,51,38,1
76,2,0,11,15,2,3,0,4,1,0,0,51,38,1
0,2,8,6,11,4,7,3,4,1,0,0,25,38,0
59,4,0,12,5,2,4,0,4,1,0,0,127,38,0
8,1,8,12,5,4,9,3,4,1,0,0,42,38,0
17,2,0,11,15,0,9,3,4,0,0,0,51,38,0
42,2,34,11,15,2,5,0,2,1,0,0,51,38,0
42,2,8,15,1,2,2,0,4,1,8,0,51,38,1
25,2,8,15,1,4,3,1,4,0,0,0,51,38,0
8,2,8,15,1,4,12,3,4,0,0,0,51,38,0
8,2,17,15,1,2,6,5,4,0,8,0,59,38,1
0,2,0,9,4,4,9,1,4,0,0,0,17,10,0
42,1,0,15,1,2,2,0,4,1,0,0,51,38,1
25,2,8,7,3,0,11,4,2,0,0,0,59,38,0
76,2,8,9,4,0,9,1,4,0,0,0,51,38,0
0,2,8,11,15,4,5,3,4,1,0,0,51,38,0
68,0,34,12,5,2,11,0,4,1,17,0,51,38,1
42,2,17,14,6,2,9,0,4,1,0,0,76,38,1
59,2,8,15,1,0,7,1,4,1,0,0,59,38,0
8,2,25,9,4,4,3,1,4,0,0,0,51,38,0
59,2,8,5,10,2,2,0,4,1,0,0,51,6,0
25,2,8,9,4,2,9,0,4,1,0,0,59,38,0
17,2,0,11,15,0,9,1,4,0,0,0,51,38,0
17,1,17,9,4,4,10,1,4,1,0,0,68,38,0
0,2,17,15,1,4,11,3,4,1,0,0,59,38,0
8,2,17,9,4,4,12,4,2,0,0,0,51,38,0
85,2,0,11,15,2,13,0,4,1,0,0,17,38,0
34,3,0,9,4,0,11,1,4,0,0,0,76,38,0
8,2,17,11,15,4,2,3,4,1,0,0,51,38,0
34,2,8,11,15,0,11,1,4,1,0,0,102,38,0
51,2,8,9,4,2,0,0,4,1,8,0,51,38,1
0,2,8,15,1,4,7,1,1,0,0,0,25,38,0
17,2,8,11,15,2,13,0,4,1,0,0,59,38,1
68,2,17,11,15,2,11,0,4,1,0,0,51,38,1
8,2,17,15,1,2,0,5,1,0,0,0,51,24,0
42,2,8,11,15,0,0,1,4,0,0,0,51,38,0
8,2,8,7,3,4,12,1,4,1,0,0,59,38,0
51,2,0,7,3,4,9,1,4,0,0,0,42,38,0
25,2,8,7,3,2,0,0,4,1,0,0,51,38,1
42,3,0,15,1,2,4,0,4,1,0,0,68,38,1
8,2,0,9,4,4,11,1,4,1,0,0,51,38,0
25,2,8,12,5,2,3,0,1,1,8,0,42,35,1
25,4,8,9,4,0,9,1,2,0,0,0,51,38,1
0,2,8,15,1,4,11,3,4,1,0,0,17,38,0
8,2,8,15,1,4,6,1,4,1,0,0,51,38,0
102,4,8,15,1,2,11,0,4,1,0,0,51,38,0
0,2,34,4,9,2,6,2,4,0,0,0,51,25,0
17,2,34,15,1,4,12,1,4,0,0,0,51,38,0
76,2,8,11,15,6,7,1,4,0,0,0,25,38,0
34,4,8,11,15,2,3,0,4,1,0,0,51,38,0
42,2,0,15,1,2,2,0,4,1,0,42,59,38,0
25,2,8,11,15,0,13,1,4,1,0,0,59,38,0
17,2,8,1,13,4,3,1,4,0,0,0,51,38,0
102,4,8,12,5,2,2,0,4,1,0,0,8,38,0
76,4,0,11,15,2,4,0,4,1,0,0,59,38,0
42,2,8,15,1,2,9,5,4,0,0,51,59,38,1
68,4,25,11,15,2,5,0,4,1,0,0,51,38,0
85,2,0,11,15,4,13,1,4,1,0,0,68,38,0
42,2,8,15,1,4,2,1,2,1,0,0,59,38,0
8,2,17,9,4,4,0,1,4,1,0,0,51,38,0
51,2,8,8,2,4,7,1,4,1,0,0,51,38,0
68,1,0,0,12,2,0,0,4,1,0,0,51,38,0
59,2,17,11,15,2,13,0,4,1,0,0,51,38,0
0,2,17,4,9,4,7,2,4,1,0,0,59,25,0
17,2,0,11,15,4,2,2,4,1,0,0,51,38,0
51,2,0,12,5,4,9,1,4,1,0,0,76,38,0
0,2,0,11,15,4,11,4,2,1,0,0,34,13,0
42,2,17,11,15,2,7,0,2,1,0,0,51,38,0
8,2,0,7,3,4,11,1,4,1,0,0,51,38,0
34,2,17,8,2,2,2,0,4,1,8,0,51,38,1
25,5,0,11,15,2,10,0,4,1,8,0,51,38,1
25,2,0,11,15,4,4,1,4,1,0,0,17,38,0
0,5,17,15,1,4,10,3,2,0,0,0,51,38,0
42,4,17,9,4,4,11,1,4,1,0,0,51,38,0
68,2,0,7,3,3,7,1,4,1,0,0,25,19,0
17,2,8,9,4,4,9,3,4,1,0,0,25,38,0
25,2,0,9,4,2,3,0,4,1,0,0,51,38,1
8,2,8,11,15,2,7,0,4,1,0,0,51,38,0
25,2,0,9,4,2,3,0,4,1,0,0,51,38,1
51,1,25,1,13,2,13,0,4,1,0,0,34,38,0
34,0,0,11,15,2,0,0,4,1,0,0,51,38,1
85,2,8,1,13,6,7,4,3,1,0,0,51,38,0
34,2,0,8,2,2,12,0,4,1,0,0,51,38,1
42,2,0,11,15,2,0,5,4,0,0,0,42,38,0
8,4,0,6,11,2,2,0,4,1,0,0,51,31,0
25,2,25,0,12,2,7,5,4,0,0,0,25,38,0
76,2,17,12,5,2,9,0,4,1,0,0,51,38,1
42,2,8,9,4,2,13,0,4,1,0,0,59,38,0
42,2,8,9,4,0,3,1,4,1,0,42,59,38,1
0,2,34,11,15,3,11,1,4,1,0,0,68,38,0
17,2,0,11,15,2,2,0,4,1,0,0,51,38,0
68,4,8,15,1,2,11,0,4,1,0,0,59,38,0
0,2,25,7,3,4,11,1,4,0,0,0,17,38,0
68,2,8,9,4,0,3,1,4,0,0,0,59,38,1
34,2,34,11,15,0,11,4,4,0,0,0,51,38,0
8,0,8,15,1,4,0,4,4,0,0,0,17,38,0
0,2,0,1,13,4,7,3,4,1,0,0,8,38,0
34,5,8,8,2,2,6,0,4,1,0,0,42,38,1
42,2,17,11,15,2,6,0,2,1,0,0,51,38,0
42,2,8,11,15,4,2,1,2,1,0,0,51,38,0
0,1,25,15,1,4,0,3,4,0,0,0,8,38,0
25,2,17,11,15,2,2,5,4,0,0,0,51,38,0
8,2,0,15,1,4,11,1,4,1,0,0,51,38,0
51,4,0,12,5,0,3,1,4,1,0,0,34,38,0
34,2,8,11,15,2,11,0,4,1,0,0,59,38,0
59,2,8,11,15,0,13,1,4,1,0,0,51,38,0
51,2,8,4,9,0,2,1,4,0,0,68,59,38,0
8,2,25,15,1,2,2,0,4,1,0,0,51,38,0
51,2,0,15,1,0,11,1,4,0,0,0,51,38,0
25,1,0,15,1,2,13,5,4,0,0,0,51,38,0
8,2,25,11,15,4,7,1,4,0,0,0,25,38,0
17,2,8,11,15,5,6,1,4,1,0,0,51,38,0
42,2,8,15,1,2,0,5,4,0,0,68,0,38,1
0,2,0,15,1,4,0,3,4,0,0,0,17,38,0
0,2,17,11,15,4,7,2,4,0,0,0,51,38,0
25,2,8,11,15,2,7,5,4,0,0,0,51,38,1
8,2,17,9,4,4,2,1,4,1,0,0,59,38,0
51,4,17,7,3,5,2,1,4,1,0,0,51,38,0
25,2,8,11,15,4,7,1,4,0,0,0,42,38,0
42,2,0,15,1,2,12,0,4,1,0,0,51,38,0
42,2,0,15,1,0,5,4,4,0,0,0,51,38,0
8,2,0,9,4,2,3,0,4,1,0,0,68,38,1
59,3,8,9,4,2,3,0,4,1,0,0,59,38,1
0,2,34,15,1,4,5,3,4,1,0,0,51,38,0
17,2,0,15,1,4,7,1,4,0,0,0,51,38,0
59,5,17,9,4,2,10,0,4,1,0,0,51,38,1
25,2,17,8,2,0,12,1,4,0,0,0,85,38,0
17,2,8,5,10,2,5,0,3,1,0,59,51,32,0
42,2,34,12,5,2,3,0,4,1,0,59,85,38,1
17,2,0,11,15,2,0,0,4,1,0,0,51,38,0
51,4,25,11,15,2,2,0,4,1,0,0,25,38,0
25,2,25,15,1,2,3,0,4,1,0,0,59,38,0
42,1,0,15,1,0,7,1,2,0,0,0,25,38,0
8,2,17,11,15,4,5,4,2,0,0,0,51,38,0
25,2,0,15,1,0,3,4,4,0,0,0,51,38,0
51,2,8,10,7,2,3,0,4,1,17,0,76,38,1
17,5,85,15,1,2,6,0,4,1,0,0,51,38,0
25,2,0,2,14,0,2,1,4,1,0,0,59,38,1
59,2,8,3,8,2,6,0,4,1,0,0,51,25,0
17,2,34,1,13,4,7,3,4,0,0,0,17,38,0
25,1,17,1,13,5,6,1,2,1,0,0,51,38,0
25,5,17,11,15,0,13,4,4,0,0,0,51,38,0
0,2,0,15,1,2,11,0,4,1,0,0,34,38,0
0,2,8,1,13,4,5,3,4,1,0,0,17,38,0
25,5,0,9,4,2,3,5,4,0,0,0,51,38,1
17,2,8,11,15,0,4,1,4,1,0,0,51,38,0
25,2,17,0,12,4,2,4,4,0,0,0,42,38,0
8,2,8,11,15,2,13,0,4,1,0,0,76,38,0
25,0,17,12,5,4,9,1,4,1,0,42,51,38,0
8,2,8,11,15,4,5,1,4,1,0,0,93,5,0
76,3,17,11,15,2,3,0,4,1,0,0,51,38,1
51,1,17,12,5,2,9,0,4,1,0,0,51,38,0
34,4,8,9,4,3,9,1,4,0,0,0,51,38,0
17,2,0,7,3,2,7,5,4,0,0,0,25,38,1
8,2,0,15,1,4,2,3,1,1,0,59,51,29,0
25,2,8,12,5,2,9,0,4,1,0,0,59,38,1
25,1,17,11,15,4,4,1,2,1,0,0,76,38,0
25,1,0,15,1,4,10,1,4,0,0,0,51,38,0
8,2,0,15,1,2,0,0,4,1,0,0,51,38,0
42,1,25,15,1,2,0,5,4,0,0,0,51,38,0
17,2,25,9,4,4,9,1,4,1,0,0,51,38,0
42,2,0,11,15,0,0,1,4,0,0,0,34,38,0
8,0,8,11,15,4,1,3,4,1,0,0,51,38,0
42,2,0,15,1,2,9,0,4,1,0,0,51,38,1
8,2,34,6,11,4,2,2,4,1,0,0,51,25,0
0,2,17,15,1,4,11,1,4,1,0,0,42,38,0
42,2,17,11,15,6,3,4,2,0,0,0,51,38,0
59,2,0,11,15,2,2,0,0,1,0,0,51,38,0
0,2,8,11,15,2,6,0,4,1,0,0,51,38,0
0,2,8,11,15,4,6,3,2,0,0,0,51,38,0
42,3,8,15,1,2,2,0,4,1,0,0,68,38,1
76,2,17,11,15,2,2,0,4,1,0,0,51,38,1
42,4,17,11,15,2,11,5,4,0,0,0,51,38,1
34,2,0,8,2,2,6,0,1,1,0,0,51,38,1
17,2,8,11,15,2,3,5,4,0,0,0,51,38,0
34,2,25,15,1,2,13,0,2,1,0,0,59,38,0
8,2,0,11,15,2,13,0,4,1,0,0,76,38,0
42,2,0,7,3,4,4,3,4,1,0,0,51,38,0
59,1,17,11,15,2,13,0,2,1,0,0,51,38,0
25,2,8,9,4,2,9,0,4,1,0,0,59,38,0
59,2,8,3,8,3,2,4,4,1,0,0,51,38,0
8,2,8,9,4,4,12,1,4,0,0,0,17,38,0
34,2,0,11,15,2,0,5,4,0,0,0,76,38,0
59,2,0,11,15,0,13,4,4,1,0,0,51,38,0
34,2,0,15,1,2,13,0,4,1,0,0,51,38,0
51,2,8,12,5,2,3,0,4,1,0,59,59,38,1
17,2,0,9,4,2,12,5,4,0,0,0,17,38,1
76,2,8,15,1,4,9,4,4,1,0,0,51,38,1
25,2,17,11,15,4,2,1,4,1,0,0,51,38,0
17,2,17,11,15,4,13,1,4,1,0,0,76,38,0
85,2,0,8,2,0,7,1,4,0,0,0,25,38,0
51,2,17,9,4,4,2,1,4,0,0,0,51,38,0
0,2,8,6,11,4,7,1,4,1,0,0,0,38,0
0,2,17,15,1,4,5,3,4,1,0,0,34,38,0
8,2,8,0,12,4,7,1,4,1,0,0,51,38,0
8,2,8,11,15,4,7,4,4,0,0,0,42,38,0
25,2,0,7,3,2,2,0,4,1,0,0,59,31,0
42,4,8,15,1,2,2,0,4,1,0,0,17,38,0
17,5,0,9,4,4,9,1,4,1,0,0,17,38,0
42,2,8,11,15,3,2,4,4,0,0,0,51,38,0
8,2,8,15,1,3,0,3,2,0,0,0,17,38,0
68,1,17,11,15,2,13,0,4,1,0,0,59,38,0
42,1,8,9,4,0,9,4,4,0,0,0,51,38,0
34,2,0,9,4,2,11,0,4,1,17,0,76,38,1
34,2,25,11,15,4,7,1,4,0,0,0,42,38,0
51,0,25,11,15,0,0,1,4,1,0,0,51,38,0
25,2,0,7,3,4,3,1,4,0,0,0,76,38,0
25,2,8,11,15,0,9,4,4,0,0,0,25,38,0
25,2,8,9,4,4,2,3,4,1,0,0,17,38,0
42,2,25,11,15,0,0,4,4,0,0,0,42,38,0
0,2,17,15,1,4,6,3,4,1,0,0,51,38,0
8,2,34,4,9,4,7,3,4,1,0,0,51,7,0
8,2,0,15,1,4,9,1,4,0,0,0,42,38,0
8,1,25,11,15,4,4,1,4,1,0,0,51,30,0
76,1,0,11,15,2,13,0,4,1,0,0,51,38,0
59,2,0,15,1,2,0,0,4,1,0,0,51,38,0
